Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,45.73901686,46.12672917,46.36205603,46.62671022,46.84994542,46.97305346,47.08533131,47.18906332,47.19283449,47.14398085,47.09363605,47.04999642,46.99438152,46.9077657,46.77407216,46.80167175,47.04376215,47.09262471,46.89269534,46.6526937,46.40847614,46.16608402,45.91174848,45.63596047,45.32850586,44.98577344,44.59649989,44.20807077,43.81195147,43.35963746,42.84950149,42.32646441,41.8217399,41.27739569,40.65665447,39.89469493,38.79818355,37.44407617,36.16921103,34.99466529,33.83718682,32.72631565,31.68072875,30.72970988,29.89473668,29.20291557,28.6324748,28.16742317,27.83621843,27.63661187,27.57139333,27.63888935,27.83234284,28.15846997,28.57063118,29.00322103,29.4353648,29.85052026,30.20806494,30.47259152,30.64708267,30.71207654,30.64324667
"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,45.07198324,45.40435344,45.58397568,45.80381645,46.02470216,46.19254829,46.39339809,46.60860587,46.72437789,46.77623751,46.80797907,46.82575458,46.8162621,46.76918349,46.66921279,46.54376924,46.4733991,46.40143987,46.24924492,46.05540598,45.85552113,45.65555717,45.44440697,45.21486142,44.95801714,44.66838935,44.32942168,43.98834042,43.64014485,43.23272396,42.75968996,42.26539591,41.77394361,41.23160255,40.60972229,39.84284757,38.69571522,37.24610292,35.92942536,34.76721798,33.61970993,32.51649278,31.47905336,30.53847316,29.71526823,29.03555602,28.47783903,28.02530973,27.70603513,27.51774644,27.46445222,27.54491178,27.75044222,28.07774313,28.48231967,28.91052244,29.34208714,29.75841147,30.11737175,30.3826717,30.55575002,30.61776833,30.54862447
Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wanted fertility rate (births per woman),SP.DYN.WFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,37.881,37.941,36.548,42.339,42.224,42.164,42.062,42.108,42.221,42.343,42.712,43.205,43.834,44.583,45.372,46.294,47.236,48.302,49.38,50.657,51.983,53.846,55.806,57.835,60.102,62.027,63.462,64.439,66.034,66.064,66.313,66.378,66.238,66.263,65.621,65.489,67.134,67.49,67.744,68.703,69.068,69.498,69.943,70.344,70.735,71.069,71.313,71.499,71.841,72.413,72.769,73.04,72.971,73.43,73.803,74.456,74.693,74.7,74.966,75.238,73.082,74.879,
"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,145.6,145.7,145.9,146.3,146.8,147.3,147.6,147.7,147.4,146.5,144.9,142.5,139.6,136.2,132.3,128,123.4,118.7,113.6,108.1,101.9,94.8,86.3,76.9,67.6,59.6,53.3,48.9,46.1,44.5,43.6,43.1,42.8,42.3,41.7,41,40,39,38,36.8,35.6,34.3,32.9,31.6,30.3,29,27.8,26.6,25.6,24.7,23.9,23.3,22.8,22.4,22,21.7,21.4,21,20.6,20.1,19.6,19.2,
"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,23.785,23.723,25.046,22.615,22.917,23.106,23.215,22.953,22.684,22.381,21.882,21.276,20.542,19.79,18.903,18.065,17.495,16.631,15.661,14.615,13.583,12.285,10.959,9.727,8.556,7.579,6.818,6.447,5.972,5.884,5.731,5.629,5.617,5.629,5.758,5.69,5.188,5.201,5.288,5.131,5.037,4.987,4.932,5.016,4.95,4.943,4.947,4.945,4.91,4.735,4.754,4.713,4.767,4.673,4.555,4.437,4.472,4.542,4.482,4.392,5.398,4.546,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,123.158,124.182,123.976,123.633,123.251,121.605,119.375,117.719,112.239,109.008,105.636,102.357,97.87,93.369,89.963,86.701,86.94,87.04,77.863,67.799,70.276,65.736,60.906,53.498,45.911,42.856,36.847,31.391,28.956,27.769,24.322,24.699,24.131,22.844,22.005,19.071,16.71,13.331,11.238,10.14,9.302,8.797,8.632,8.838,8.96,9.214,9.376,9.455,9.095,9.635,10.288,11.134,11.95,12.684,12.771,11.888,12.731,12.872,12.654,12.303,12.057,11.714,
Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,21.5,19.8,17.6,17.6,19,19.4,
Refugee population by country or territory of origin,SM.POP.REFG.OR,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,,,5,5,18,55,69,84,20744,1522,2245,3409,5717,7140,8015,8399,12088,11651,10650,12024,8338,10599,9044,8168,6665,6093,5657,3643,3509,3470,3705,4021,4181,4514,4571,6003,7703
"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.35,,,,,,,,,
"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.162,24.896,26.645,28.029,31.999,28.517,25.319,26.56,28.271,29.778,27.217,25.71,23.426,17.553,14.92,11.731,12.803,10.118,8.594,8.136,8.43,9.602,8.319,9.021,9.941,8.207,8.346,8.442,8.532,10.211,9.63,9.389
"Share of youth not in education, employment or training, total (% of youth population)",SL.UEM.NEET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.45,24.53,26,22.7,21.5,22.8,21.2,,20.95,,,,,
Rule of Law: Percentile Rank,RL.PER.RNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.56281376,,11.5,,11.44278622,,33.83084488,33.33333206,34.13461685,27.27272797,25.83732033,23.92344475,24.51922989,23.22274971,25.11848259,23.47417831,24.88262939,30.98591614,22.59615326,16.66666603,18.09523773,18.09523773,21.90476227,20.47619057,22.38095284,22.38095284,22.64151001
Political Stability and Absence of Violence/Terrorism: Standard Error,PV.STD.ERR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.373912305,,0.345668405,,0.342506409,,0.316015273,0.292058468,0.286855817,0.278116137,0.252854288,0.244294539,0.246047765,0.246055126,0.243547097,0.244249582,0.226807356,0.23150824,0.200113058,0.204930633,0.210856497,0.219212145,0.217243075,0.23491025,0.23761414,0.234690771,0.233039767
Political Stability and Absence of Violence/Terrorism: Number of Sources,PV.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,4,,4,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,6,6
Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of social safety net programs in 3rd quintile (% of population),per_sa_allsa.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),per_lm_alllm.cov_q3_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.937060004,4.912638337,4.480514953,3.962495412,4.180749999,3.949408332,4.163824999,4.146758332,3.965899999,3.853266666,3.837449999,4.315808332,4.592191666,4.788799999,4.983375,5.0278,4.702316667,4.849741667,5.914766667,7.608558333,8.957508333,18.472875,21.836075,23.34540667,35.05850083,47.66272667,54.74893333,57.70735,58.73895833,66.573875,75.25979167,77.21502083,79.6819,77.394975,72.06065,73.27630833,72.64661667,69.2924,64.5828,72.64741667,74.38598333,72.93788333,77.53596667,79.3684,80.57901667,100.6914333,109.4430667,110.9730167,116.5937917,119.3535583,126.7768,135.0640583,141.994975
Net secondary income (Net current transfers from abroad) (current LCU),NY.TRF.NCTR.CN,,,,,,,,,,,,,,,,,,1167000000,1250000000,1237000000,1155000000,1334000000,1510000000,1140000000,900000000,1903000000,3592000000,2509000000,2311000000,4114000000,2983000000,3992000000,,,,,48179118100,61169420000,62263340000,52593460000,59455400000,1.05464E+11,1.38019E+11,1.87578E+11,2.3632E+11,2.27628E+11,1.64713E+11,1.99664E+11,2.26523E+11,2.40493E+11,2.41934E+11,2.58155E+11,3.02765E+11,2.61347E+11,3.30937E+11,3.26108E+11,3.83923E+11,4.33922E+11,5.00682E+11,4.30886E+11,3.67385E+11,3.67385E+11,5.31084E+11
Taxes less subsidies on products (current US$),NY.TAX.NIND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3397729214,3558686423,3922967268,4737612933,5207973773,6191719192,6741851677,6766109976,7684161611,10125435875,9853399192,10051477037,11717312936,13896853830,15618936504,15414633316,13444400975,12751881305,13314047324,13241699867,13567253688,11678792965,11875816277,12497625356
Gross savings (% of GDP),NY.GNS.ICTR.ZS,,,,,,,,,,,,,,,,,,31.52025583,33.98083715,36.66209983,39.37476941,36.8866273,35.53709011,36.52502863,30.61771284,29.39890661,21.779972,21.34692708,16.97597335,17.49185001,23.97768812,32.25932247,,,,,,,,,,,,,,51.85686625,54.57169891,56.94187187,57.41378834,47.20559669,49.82915331,48.52707263,47.77901241,45.55649526,43.29927206,36.48792209,37.38332451,38.72606877,40.15010931,37.6144462,32.95375826,37.62036395,43.87526577
"GNI per capita, PPP (constant 2017 international $)",NY.GNP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8592.763017,8177.384759,8208.306614,7917.633629,7651.361892,7737.878323,7902.659495,7901.092981,8215.514922,8327.85387,8459.649799,8724.944876,9026.512358,9551.519199,9773.751115,10106.23758,10198.97388,10619.53215,10744.04508,10708.17326,10955.31455,10980.75981,11103.42939,11118.24878,11289.71929,11475.06575,11768.62267,11633.27212,11438.08358,11353.66261,10634.99183,10823.22462,10931.89673
GNI per capita (constant 2015 US$),NY.GNP.PCAP.KD,2402.678453,2114.848451,1565.159644,1898.825753,1934.850989,1972.507607,1816.610627,1978.519343,2162.318483,2321.849462,2429.351681,2129.328317,2662.07561,2689.19511,2825.145991,2848.034311,2928.109916,2876.011932,3075.814866,3194.323194,3119.930156,3100.434289,3205.315065,3289.59555,3380.792977,3402.667729,3315.990511,3195.919317,3051.300431,3115.079642,3061.457686,2913.465363,2924.482302,2820.920381,2726.052217,2756.876574,2815.585348,2815.027225,2927.050502,2967.074989,3014.031674,3108.55187,3215.995318,3403.046471,3482.223984,3600.683348,3633.723741,3783.561616,3827.923488,3815.14296,3903.195267,3912.260986,3955.966105,3961.246006,4022.33808,4088.373923,4192.963339,4144.740206,4075.197793,4045.120016,3789.069642,3856.133834,3894.85189
"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7146E+11,1.71646E+11,1.80748E+11,1.83036E+11,1.8416E+11,1.92794E+11,2.03921E+11,2.11595E+11,2.25968E+11,2.3511E+11,2.48949E+11,2.67746E+11,2.84221E+11,3.1138E+11,3.31728E+11,3.59613E+11,3.81244E+11,4.15419E+11,4.36092E+11,4.44815E+11,4.6989E+11,4.89874E+11,4.91032E+11,4.88124E+11,4.94451E+11,4.64956E+11,4.66788E+11,4.78553E+11,4.90775E+11,5.04952E+11,4.87566E+11,5.28116E+11,5.81574E+11
GNI: linked series (current LCU),NY.GNP.MKTP.CN.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.35485E+11,7.97438E+11,1.00103E+12,1.12515E+12,1.43068E+12,1.88622E+12,2.42984E+12,2.65209E+12,2.71302E+12,3.08574E+12,3.91956E+12,4.10311E+12,4.34537E+12,5.05738E+12,5.88966E+12,7.18886E+12,8.1729E+12,9.22573E+12,1.09575E+13,9.86594E+12,1.19584E+13,1.44395E+13,1.60043E+13,1.63182E+13,1.68309E+13,1.62785E+13,1.73439E+13,1.85945E+13,1.98801E+13,1.9999E+13,1.81037E+13,2.16876E+13,2.7113E+13
Gross domestic income (constant LCU),NY.GDY.TOTL.KN,-48208361326,-3.85009E+11,8.9616E+11,9.32865E+11,1.05236E+12,1.17968E+12,9.47724E+11,1.12203E+12,1.14516E+12,1.21447E+12,1.40801E+12,1.63477E+12,1.90187E+12,2.11198E+12,3.47056E+12,3.3859E+12,3.82108E+12,4.11084E+12,4.32875E+12,5.11608E+12,6.13286E+12,6.72005E+12,6.64239E+12,7.04278E+12,6.91288E+12,7.09962E+12,5.76881E+12,5.46729E+12,5.25496E+12,5.41759E+12,5.73157E+12,5.80482E+12,5.58808E+12,5.20581E+12,5.25493E+12,5.37731E+12,5.65244E+12,5.75783E+12,5.60348E+12,5.96377E+12,8.1861E+12,7.74196E+12,8.08437E+12,9.09563E+12,9.76631E+12,1.1497E+13,1.25436E+13,1.27769E+13,1.34025E+13,1.23251E+13,1.40552E+13,1.49525E+13,1.62096E+13,1.65685E+13,1.68998E+13,1.59893E+13,1.58384E+13,1.67226E+13,1.75844E+13,1.7716E+13,1.61149E+13,1.74845E+13,1.99291E+13
Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,,,,,,,,,,,7.89139762,7.738255513,9.691873736,11.54124381,28.48445107,23.70503467,24.67301377,24.25756665,21.28588806,39.08407131,31.49054811,26.07046541,19.27555463,19.23866838,17.72693513,16.25327943,7.79806707,10.38433464,10.30236569,15.07469043,18.37737698,17.14419485,16.38745317,14.91240779,16.43384401,18.87711951,21.17192421,20.33273441,14.62708104,18.62330517,26.68689739,23.63094129,23.47093852,24.45232261,26.15731301,32.68003154,34.19132242,32.06007285,32.86509136,24.20225093,25.53832442,28.58128996,26.25251446,24.2231339,22.61230978,14.92525275,12.8191814,15.37239297,20.71720284,18.52367894,14.03437709,22.59027035,
GDP per capita (constant LCU),NY.GDP.PCAP.KN,227610.995,193179.7829,152785.7481,201934.3295,210047.0806,219442.0403,205053.4199,219499.6113,237779.5207,252097.9321,268375.1876,232662.186,289702.7882,293697.5279,308061.0725,311851.1499,322112.9549,326512.3554,346519.2948,361477.2746,353206.4698,352297.5354,362685.8352,369665.0852,377385.102,378274.9016,367345.8916,353893.6495,340861.0755,346615.7614,340782.4678,328759.0903,326989.3679,313030.4028,303743.0593,309295.5948,316348.9943,314496.9439,325580.8287,331333.408,339134.9191,344535.6312,358954.999,379623.7775,390414.5592,407847.5261,408846.2376,415920.7875,418686.1682,417813.8286,424883.9492,428983.9841,435033.6306,438505.0589,446248.8006,453596.9888,458872.9912,455829.8777,452602.8279,448797.0869,418593.3048,425709.658,432236.4819
GDP per capita (current US$),NY.GDP.PCAP.CD,239.0330058,209.9171776,169.9270133,225.8233914,238.8778049,253.309059,241.0025717,261.3662339,292.028984,315.5620944,352.5338404,359.8217989,468.6192555,588.9072579,871.731462,989.3931629,1074.405245,1223.991985,1495.209103,1829.897156,2259.724366,2291.756101,2260.347524,2359.593264,2510.036833,2617.725449,2783.431023,2829.879274,2437.377923,2235.268122,2431.55136,1749.286087,1794.623507,1825.875097,1522.825203,1466.54468,1619.532412,1634.46741,1610.302978,1602.864915,1780.376063,1754.582361,1794.811114,2117.048229,2624.795232,3131.32819,3500.134594,3971.803488,4946.564017,3898.478788,4495.921476,5473.281826,5610.733282,5519.777576,5516.22944,4197.419985,3967.200647,4134.936087,4171.790388,4021.983266,3354.153164,3700.314697,4342.637968
GDP (constant LCU),NY.GDP.MKTP.KN,2.59347E+12,2.24062E+12,1.79955E+12,2.41704E+12,2.55818E+12,2.71697E+12,2.58642E+12,2.83091E+12,3.13654E+12,3.40106E+12,3.70248E+12,3.28293E+12,4.18324E+12,4.34275E+12,4.66823E+12,4.90376E+12,5.31503E+12,5.59453E+12,6.11005E+12,6.56695E+12,6.61887E+12,6.81744E+12,7.25375E+12,7.64545E+12,8.0736E+12,8.37232E+12,8.40581E+12,8.34697E+12,8.2635E+12,8.6271E+12,8.69611E+12,8.59176E+12,8.74641E+12,8.56274E+12,8.48567E+12,8.80813E+12,9.16926E+12,9.27012E+12,9.7429E+12,1.00547E+13,1.04367E+13,1.07499E+13,1.13518E+13,1.21692E+13,1.26924E+13,1.34413E+13,1.36698E+13,1.41346E+13,1.44738E+13,1.47054E+13,1.52348E+13,1.56766E+13,1.62096E+13,1.66635E+13,1.72967E+13,1.79367E+13,1.85106E+13,1.87513E+13,1.89763E+13,1.9166E+13,1.81886E+13,1.8807E+13,1.94088E+13
GDP (current LCU),NY.GDP.MKTP.CN,13446652900,12020492300,9881251800,13344784400,14363469800,15484023800,15007967200,16642189300,19018281000,21018314800,24011524100,24942362600,30318497800,34504847400,55227170800,61444505600,73817292800,86966280200,1.04559E+11,1.28097E+11,1.625E+11,1.914E+11,2.076E+11,2.337E+11,2.676E+11,2.913E+11,2.995E+11,3.237E+11,3.495E+11,4.233E+11,5.558E+11,8.445E+11,1.0482E+12,1.166E+12,1.4915E+12,1.9906E+12,2.57E+12,2.7802E+12,2.8305E+12,3.2382E+12,4.12351E+12,4.22711E+12,4.52277E+12,5.25232E+12,6.14912E+12,7.56198E+12,8.50164E+12,9.35289E+12,1.10437E+13,9.96803E+12,1.19916E+13,1.45885E+13,1.62096E+13,1.66479E+13,1.72286E+13,1.67127E+13,1.75146E+13,1.88762E+13,2.03935E+13,2.05002E+13,1.84769E+13,2.20793E+13,2.76888E+13
Gross value added at basic prices (GVA) (constant LCU),NY.GDP.FCST.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.63582E+12,9.99194E+12,1.0237E+13,1.07167E+13,1.15047E+13,1.20243E+13,1.27515E+13,1.30261E+13,1.3432E+13,1.36738E+13,1.38339E+13,1.43318E+13,1.47733E+13,1.51321E+13,1.54312E+13,1.6006E+13,1.65743E+13,1.7205E+13,1.76564E+13,1.79079E+13,1.80981E+13,1.728E+13,1.79867E+13,1.8585E+13
Discrepancy in expenditure estimate of GDP (constant LCU),NY.GDP.DISC.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899400000,4.20658E+11,9.23346E+11,1.40985E+12,1.06514E+12,7.30313E+11,6.46694E+11,9.32637E+11,5.31426E+11,-1055157500,2.15537E+11
"Inflation, GDP deflator: linked series (annual %)",NY.GDP.DEFL.KD.ZG.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.25959854,53.78860417,21.92611452,13.62442466,29.07764732,28.57703753,24.02190407,7.001963048,-3.131088697,10.85633631,22.67800919,-0.47340196,1.320427853,8.330733636,12.24763194,16.12535042,10.54670428,6.395337254,15.31058101,-11.16161545,16.1199809,18.22801225,7.458336521,-0.093304378,-0.300580433,-6.455650414,1.548880547,6.390654714,6.757215242,-0.472073341,-5.025985048,15.56748265,21.51758493
"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.520824517,18.85708853,,,,,,,,,,,,,,27.31929614,29.12018604,32.19564318,32.73704298,27.24256975,30.09498057,27.74349432,28.90132947,27.41910094,24.62159436,20.72979278,22.65174512,22.24104352,20.9413489,18.90663639,14.28178529,15.77542393,
Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,,,,,,,,,,,,2.043379267,8.182021539,-5.227490993,9.87511459,-2.265257479,0.096975967,1.518569789,7.702508865,-10.81002223,26.72469961,13.59293343,2.380526117,3.195305064,-1.196221982,0.764654166,-11.79147283,-14.03520386,-7.017823677,0.888329927,-2.199481668,-3.392094244,-2.359460181,-9.378400618,-2.36973408,-2.318503588,-0.350585818,1.472024549,1.730654363,-0.712395851,17.68881182,4.68418103,2.301904255,7.999982197,3.732164483,9.219498022,8.537056538,7.196228105,5.084550423,-4.687838828,14.07171634,1.503581185,8.222639425,-2.407641729,-3.735578139,-5.191182372,3.234653121,1.98403455,-1.329214888,-1.249534697,-5.58431828,5.298526967,
Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,,,,,,,,,,,24020555279,25069906826,27754414610,26935144704,30329835410,30759926811,32308859883,34059104665,37749645879,34689196122,45344844387,53190672858,56282515081,60061506327,61384306980,63991390203,58357700781,51709517755,49419770531,51188366162,51326780355,50782386408,50749901500,47032355142,46895916258,46695742967,47359819579,48871711513,50474232369,50820397120,60654538752,64375402262,66751607437,73074658948,76876206917,85116989740,93724487701,1.02118E+11,1.0916E+11,1.05928E+11,1.23101E+11,1.27347E+11,1.40522E+11,1.39863E+11,1.37329E+11,1.3283E+11,1.39888E+11,1.45482E+11,1.46307E+11,1.47161E+11,1.41371E+11,1.5135E+11,
Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,,,,,,,,,,,,,,,,,,33.38397083,35.69457661,38.64541117,41.19255594,38.62896592,37.17280217,37.91727571,31.60593136,30.20392995,22.37470908,21.97200595,17.72557351,18.15986201,24.88734285,34.16315552,,,,,,,,,,,,,,54.54843521,56.766712,57.72667538,57.8656017,47.69406685,49.96728542,49.02800542,48.39184938,46.47708267,44.32241828,37.4611359,37.75136052,39.31265805,41.18704715,38.55973505,31.33227218,37.35205041,
